src_id,cand_id,cosine_sim,src_text,cand_text,edit_ratio,jaro_winkler,lcs_ratio,token_jaccard,token_cosine,tfidf_word_cosine,tfidf_char_cosine,dmetaphone_match
9041,2,0.3980983739105775,"Carnegie Mellon University, Intel Research Pittsburgh","Intel Research, Berkeley",0.45333333333333337,0.584726867335563,0.3269230769230769,0.2857142857142857,0.47140452079103173,0.35513114589764405,0.3292824899215418,0.0
2,9603,0.3912663315774074,"Intel Research, Berkeley",U. C. Berkeley,0.6285714285714286,0.5339889579020014,0.4782608695652174,0.2,0.33333333333333337,0.37628944408551585,0.38168018339447973,0.0
9794,2,0.8267100022154769,"Intel Research, Berkeley, CA, USA","Intel Research, Berkeley",0.8679245283018868,0.9533333333333333,0.7666666666666667,0.6,0.7745966692414834,0.8344453504590799,0.8774992663868902,1.0
22,3,0.6057691331929653,"Bell Laboratories, Lucent Technologies",Bell Laboratories,0.6296296296296297,0.8918918918918919,0.4594594594594595,0.5,0.7071067811865475,0.6027144759926578,0.6329360009702671,1.0
3,100,0.8813019142978591,Bell Laboratories,Bell Laboratories (India),0.85,0.9478260869565217,0.7391304347826086,0.6666666666666666,0.8164965809277259,0.6906836149356376,0.7966955773952359,1.0
455,3,0.324155542801938,Bell Labs,Bell Laboratories,0.6923076923076923,0.8718954248366013,0.5294117647058824,0.3333333333333333,0.4999999999999999,0.324071223776137,0.5728068629721471,1.0
505,3,0.1377776222770166,"NEC Laboratories America, Cupertino, CA",Bell Laboratories,0.5185185185185186,0.6863502157619804,0.3783783783783784,0.16666666666666666,0.31622776601683794,0.13455326691219582,0.3241543092665727,0.0
685,3,0.1350603655339955,"NEC Laboratories America Inc., Princeton, NJ",Bell Laboratories,0.48275862068965514,0.6740452278472365,0.34146341463414637,0.14285714285714285,0.2886751345948129,0.12307845540823241,0.31146233361743697,0.0
741,3,0.1038691255172885,"Software Laboratories, Samsung Electronics Co., Ltd., Suwon-City, Gyeonggi-Do, Korea",Bell Laboratories,0.2978723404255319,0.5812749342161107,0.18181818181818182,0.08333333333333333,0.21320071635561041,0.080952633615304,0.20397821891654686,0.0
3,983,0.4400568831143249,Bell Laboratories,"Lucent Technologies - Bell Laboratories, Murray Hill, NJ",0.49275362318840576,0.6187782805429864,0.3269230769230769,0.2857142857142857,0.5345224838248487,0.437131156783562,0.4999006981393342,0.0
1020,3,0.6057691331929653,"Lucent Technologies, Bell Laboratories",Bell Laboratories,0.6296296296296297,0.5911121205238852,0.4594594594594595,0.5,0.7071067811865475,0.6027144759926578,0.6335355448582848,0.0
1098,3,0.1054644505248256,"C&C Research Laboratories - Silicon Valley, NEC USA, INC., Cupertino, California",Bell Laboratories,0.3111111111111111,0.574284850926672,0.1917808219178082,0.09090909090909091,0.19611613513818402,0.1035129768232912,0.244812452434075,0.0
1244,3,0.1058096606547286,"C&C Research Laboratories - Silicon Valley, NEC USA, Inc., Suite, Cupertino, California",Bell Laboratories,0.29166666666666663,0.5687360387192851,0.17721518987341772,0.08333333333333333,0.1889822365046136,0.09460612763409289,0.230425351096547,0.0
1304,3,0.1483552154670746,"Lucent Bell Labs, Murray Hill, NJ",Bell Laboratories,0.45833333333333337,0.6554079696394687,0.3548387096774194,0.14285714285714285,0.2886751345948129,0.14514365981120095,0.235602883183101,0.0
3,1572,0.1490242515563835,Bell Laboratories,"IBM Toronto Laboratories, Markham, Ontario, Canada",0.4375,0.5880862983491268,0.2978723404255319,0.14285714285714285,0.2886751345948129,0.13639631999318194,0.33247304002725697,0.0
1665,3,0.1254696277951974,"NEC Laboratories America, Inc., Cupertino, California",Bell Laboratories,0.4242424242424242,0.6554621848739496,0.2857142857142857,0.14285714285714285,0.2886751345948129,0.1227017044510818,0.29450645358735666,0.0
3,2140,0.1395217345093449,Bell Laboratories,"Hewlett-Packard Laboratories, Palo Alto, CA",0.5172413793103448,0.6605133110154631,0.36585365853658536,0.14285714285714285,0.2886751345948129,0.13699877051684275,0.3225255864478028,0.0
2246,3,0.1912274913066314,"Bell Labs, Alcatel-Lucent",Bell Laboratories,0.5365853658536586,0.6797385620915034,0.4583333333333333,0.2,0.35355339059327373,0.16135771887280154,0.23967551240400434,1.0
3,3365,0.1798729265472878,Bell Laboratories,NTT Cyber Solutions Laboratories,0.653061224489796,0.6470588235294118,0.5,0.2,0.35355339059327373,0.13697029861924484,0.33564768122129074,0.0
3,3635,0.1511913884693164,Bell Laboratories,NTT Cyber Space Laboratories,0.6666666666666667,0.6504668534080298,0.5357142857142857,0.2,0.35355339059327373,0.14695701859493515,0.3825322119660657,0.0
3710,3,0.2187334500094913,IBM Toronto Laboratories,Bell Laboratories,0.6829268292682926,0.7070494864612512,0.5833333333333334,0.25,0.40824829046386296,0.22269960072711073,0.5352799433131108,0.0
3,4330,0.2660047110147341,Bell Laboratories,Bell Labs Research,0.6285714285714286,0.8666163901458019,0.6111111111111112,0.25,0.40824829046386296,0.26810319095689344,0.40200067588545735,1.0
4397,3,0.6057691331929653,Lucent Technologies-Bell Laboratories,Bell Laboratories,0.6296296296296297,0.5911121205238852,0.4594594594594595,0.5,0.7071067811865475,0.6027144759926578,0.6335355448582848,0.0
5172,3,0.3930163603947953,"University of Edinburgh & Bell Laboratories, Edinburgh, United Kingdom",Bell Laboratories,0.40963855421686746,0.6152703505644682,0.25757575757575757,0.2857142857142857,0.4472135954999579,0.38292062546258937,0.38061503572800987,0.0
3,5198,0.1395217345093449,Bell Laboratories,"Hewlett Packard Laboratories, Palo Alto, CA",0.5172413793103448,0.6605133110154631,0.36585365853658536,0.14285714285714285,0.2886751345948129,0.13699877051684275,0.3225255864478028,0.0
3,5232,0.3920161253374308,Bell Laboratories,"University of Edinburgh & Bell Laboratories, Edinburgh, Scotland UK",0.42500000000000004,0.6193588546529724,0.2698412698412698,0.2857142857142857,0.4472135954999579,0.38194004498220724,0.3929221484100171,0.0
3,5591,0.185801378103015,Bell Laboratories,"Bell Labs Research India, India",0.5106382978723405,0.691970121381886,0.4,0.2,0.26726124191242434,0.16283314415061553,0.2572403333365656,1.0
3,5655,0.1746748360835217,Bell Laboratories,"Bell Labs Research, Bangalore, India",0.5098039215686274,0.8247058823529412,0.38235294117647056,0.16666666666666666,0.31622776601683794,0.1741199805936082,0.24011302890664873,1.0
3,5671,0.517324402381641,Bell Laboratories,"Bell Laboratories, Alcatel-Lucent, Lisle, IL, USA",0.5483870967741935,0.8755555555555556,0.37777777777777777,0.2857142857142857,0.5345224838248487,0.36671074797786235,0.43804814254395824,1.0
5777,3,0.1328257667233414,"NEC Laboratories America, Cupertino, CA, USA",Bell Laboratories,0.48275862068965514,0.6740452278472365,0.34146341463414637,0.14285714285714285,0.2886751345948129,0.13029194730250257,0.3147682093319674,0.0
6056,3,0.1343864014528621,"Hewlett Packard Laboratories, Palo Alto, CA, USA",Bell Laboratories,0.4838709677419355,0.649673202614379,0.3333333333333333,0.125,0.26726124191242434,0.13250859425217107,0.3138612273558929,0.0
3,6259,0.1493290755002012,Bell Laboratories,"AT&T Laboratories - Research, Florham Park, NJ, USA",0.4126984126984127,0.566435269760078,0.2826086956521739,0.1111111111111111,0.24999999999999994,0.13723157412914894,0.3546732216640206,0.0
6471,3,0.1452890719304087,"Hewlett-Packard Laboratories, Palo Alto, California",Bell Laboratories,0.4545454545454546,0.6406029078297987,0.30612244897959184,0.14285714285714285,0.2886751345948129,0.1300723667810744,0.30853862073924715,0.0
3,6487,0.1687219485411903,Bell Laboratories,"Bell Labs, Murray Hill, NJ",0.5365853658536586,0.8305052790346908,0.4583333333333333,0.16666666666666666,0.31622776601683794,0.16573423517209418,0.27351496340865045,1.0
3,6511,0.3935790082566143,Bell Laboratories,"Bell Laboratories, 600 Mountain Avenue, Murray Hill, NJ",0.49275362318840576,0.8653846153846153,0.3269230769230769,0.25,0.4999999999999999,0.3877053675273509,0.44253129459381674,1.0
3,6538,0.324155542801938,Bell Laboratories,Bell Labs.,0.6923076923076923,0.8718954248366013,0.5294117647058824,0.3333333333333333,0.4999999999999999,0.324071223776137,0.5728068629721471,1.0
6586,3,0.5392553101089212,"Bell Laboratories, Murray Hill, NJ",Bell Laboratories,0.6938775510204082,0.90625,0.53125,0.4,0.6324555320336759,0.5360180012597661,0.6228659929640505,1.0
