src_id,cand_id,cosine_sim,src_text,cand_text
2,2839,0.27341419054887695,"Intel Research, Berkeley",Micorsoft Research
2,3016,0.15837357372848593,"Intel Research, Berkeley","University of California, Berkeley, CA"
3614,2,0.14733311783567726,"Lawrence Berkeley National Laboratory, Berkeley, CA, USA","Intel Research, Berkeley"
4198,2,0.3912663315774074,U.C. Berkeley,"Intel Research, Berkeley"
4199,2,0.9754757689676526,"U.C. Berkeley, Intel Research, Berkeley","Intel Research, Berkeley"
4550,2,0.26560143627716726,"U. C. Berkeley, Berkeley, CA","Intel Research, Berkeley"
2,5224,0.18910098012676801,"Intel Research, Berkeley","University of California at Berkeley, Berkeley, CA"
2,5225,0.46445024419375347,"Intel Research, Berkeley","Yahoo! Research, Berkeley, CA"
2,5486,0.8246066452999767,"Intel Research, Berkeley","Intel Research Berkeley, Berkeley, CA"
2,5769,0.20631901692828458,"Intel Research, Berkeley","UC Berkeley, Berkeley, CA, USA"
2,6059,0.3438083744856262,"Intel Research, Berkeley","Intel Research Pittsburgh, Pittsburgh, PA, USA"
2,6064,0.18001521767424455,"Intel Research, Berkeley","University of California at Berkeley, Berkeley, CA, USA"
2,6278,0.20121580053980126,"Intel Research, Berkeley","University of California, Berkeley, Berkeley, CA, USA"
2,6486,0.15837357372848593,"Intel Research, Berkeley","University of California, Berkeley CA"
2,7173,0.2203373015239002,"Intel Research, Berkeley","UC Berkeley, Berkeley, CA"
2,7466,0.1656205729074689,"Intel Research, Berkeley","Computer Science Division, UC Berkeley, Berkeley, CA"
7509,2,0.5306692623951926,"Intel Research Laboratory, Berkeley, CA","Intel Research, Berkeley"
2,7594,0.21415355050970897,"Intel Research, Berkeley","University of California, Berkeley, Berkeley, CA"
2,7765,0.16952522384487534,"Intel Research, Berkeley","University of California, Berkeley, Computer Science Division, Berkeley, CA 94720-1776, USA; E-mail: {rshankar,bhaskar,jmh}@cs.berkeley.edu"
2,7973,0.19721180617563583,"Intel Research, Berkeley","University of California, Berkeley, Berkeley, California"
2,8000,0.3704387492996599,"Intel Research, Berkeley","Intel Research, Pittsburgh, Pennsylvania, PA"
2,8198,0.8878038147640794,"Intel Research, Berkeley","Intel Research, Berkeley, CA"
2,8240,0.2994968142486363,"Intel Research, Berkeley","Microarchitecture Research Lab, Intel Corp., USA"
2,8425,0.174977081447512,"Intel Research, Berkeley","Applications Research Laboratory, Corporate Technology Group, Intel Corporation, USA"
8667,2,0.20817723785254583,"UC Berkeley, Berkeley, USA","Intel Research, Berkeley"
9041,2,0.39809837391057756,"Carnegie Mellon University, Intel Research Pittsburgh","Intel Research, Berkeley"
2,9603,0.3912663315774074,"Intel Research, Berkeley",U. C. Berkeley
9794,2,0.8267100022154769,"Intel Research, Berkeley, CA, USA","Intel Research, Berkeley"
22,3,0.6057691331929653,"Bell Laboratories, Lucent Technologies",Bell Laboratories
3,100,0.8813019142978591,Bell Laboratories,Bell Laboratories (India)
455,3,0.32415554280193803,Bell Labs,Bell Laboratories
505,3,0.13777762227701662,"NEC Laboratories America, Cupertino, CA",Bell Laboratories
685,3,0.13506036553399559,"NEC Laboratories America Inc., Princeton, NJ",Bell Laboratories
741,3,0.10386912551728855,"Software Laboratories, Samsung Electronics Co., Ltd., Suwon-City, Gyeonggi-Do, Korea",Bell Laboratories
3,983,0.4400568831143249,Bell Laboratories,"Lucent Technologies - Bell Laboratories, Murray Hill, NJ"
1020,3,0.6057691331929653,"Lucent Technologies, Bell Laboratories",Bell Laboratories
1098,3,0.10546445052482567,"C&C Research Laboratories - Silicon Valley, NEC USA, INC., Cupertino, California",Bell Laboratories
1244,3,0.10580966065472863,"C&C Research Laboratories - Silicon Valley, NEC USA, Inc., Suite, Cupertino, California",Bell Laboratories
1304,3,0.14835521546707464,"Lucent Bell Labs, Murray Hill, NJ",Bell Laboratories
3,1572,0.14902425155638355,Bell Laboratories,"IBM Toronto Laboratories, Markham, Ontario, Canada"
1665,3,0.12546962779519744,"NEC Laboratories America, Inc., Cupertino, California",Bell Laboratories
3,2140,0.1395217345093449,Bell Laboratories,"Hewlett-Packard Laboratories, Palo Alto, CA"
2246,3,0.19122749130663141,"Bell Labs, Alcatel-Lucent",Bell Laboratories
3,3365,0.17987292654728781,Bell Laboratories,NTT Cyber Solutions Laboratories
3,3635,0.15119138846931646,Bell Laboratories,NTT Cyber Space Laboratories
3710,3,0.2187334500094913,IBM Toronto Laboratories,Bell Laboratories
3,4330,0.2660047110147341,Bell Laboratories,Bell Labs Research
4397,3,0.6057691331929653,Lucent Technologies-Bell Laboratories,Bell Laboratories
5172,3,0.39301636039479537,"University of Edinburgh & Bell Laboratories, Edinburgh, United Kingdom",Bell Laboratories
3,5198,0.1395217345093449,Bell Laboratories,"Hewlett Packard Laboratories, Palo Alto, CA"
3,5232,0.3920161253374308,Bell Laboratories,"University of Edinburgh & Bell Laboratories, Edinburgh, Scotland UK"
3,5591,0.185801378103015,Bell Laboratories,"Bell Labs Research India, India"
3,5655,0.17467483608352175,Bell Laboratories,"Bell Labs Research, Bangalore, India"
3,5671,0.517324402381641,Bell Laboratories,"Bell Laboratories, Alcatel-Lucent, Lisle, IL, USA"
5777,3,0.13282576672334145,"NEC Laboratories America, Cupertino, CA, USA",Bell Laboratories
6056,3,0.13438640145286218,"Hewlett Packard Laboratories, Palo Alto, CA, USA",Bell Laboratories
3,6259,0.14932907550020125,Bell Laboratories,"AT&T Laboratories - Research, Florham Park, NJ, USA"
6471,3,0.14528907193040874,"Hewlett-Packard Laboratories, Palo Alto, California",Bell Laboratories
3,6487,0.16872194854119038,Bell Laboratories,"Bell Labs, Murray Hill, NJ"
3,6511,0.3935790082566143,Bell Laboratories,"Bell Laboratories, 600 Mountain Avenue, Murray Hill, NJ"
3,6538,0.32415554280193803,Bell Laboratories,Bell Labs.
6586,3,0.5392553101089212,"Bell Laboratories, Murray Hill, NJ",Bell Laboratories
3,6602,0.32609109043587214,Bell Laboratories,"Information Sciences Research Center, Bell Laboratories, 600 Mountain Avenue, Murray Hill NJ"
3,6783,0.4400568831143249,Bell Laboratories,"Lucent Technologies, Bell Laboratories, Murray Hill, NJ"
3,6804,0.3956729552102459,Bell Laboratories,"Information Sciences Research Center, Bell Laboratories, Murray Hill, NJ"
6808,3,0.27482751682230133,AT&T Laboratories,Bell Laboratories
7007,3,0.2286527925614361,"Bell Labs, Lucent",Bell Laboratories
7120,3,0.13949894168370647,"Bell Labs, Lucent Technologies Murray Hill, NJ",Bell Laboratories
7320,3,0.4413602933537818,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",Bell Laboratories
7392,3,0.1924798690785483,"Lucent Technologies, Bell Labs",Bell Laboratories
3,7717,0.3227884284139062,Bell Laboratories,"Bell Laboratories, Lucent Technologies, 600 Mountain Ave., NJ 07974, USA; {cychan, pascal, minos, rastogi}@research.bell-labs.com"
7801,3,0.08250811687165927,"NTT Cyber Space Laboratories, 1-1 Hikari-no-oka, Yokosuka, Kanagawa 239-0847, Japan; e-mail: sakurai.yasushi&commat;lab.ntt.co.jp, kojima&commat;aether.hil.ntt.co.jp",Bell Laboratories
3,7861,0.33271705423676057,Bell Laboratories,"Bell Laboratories, 600 Mountain Avenue, Murray Hill, NJ 07974, USA; e-mail: {minos,rastogi}@bell-labs.com"
3,7913,0.3243228950838095,Bell Laboratories,"Bell Laboratories, Lucent Technologies, 600 Mountain Ave., NJ 07974, Murray Hill, USA"
7999,3,0.1306225282500595,"Bell Labs, Lucent Technologies, Murray Hill, New Jersey",Bell Laboratories
8098,3,0.5958908370102215,"Bell Laboratories, Lucent Technologies, USA",Bell Laboratories
8122,3,0.11255417169905091,"NTT Cyber Space Laboratories, NTT Corporation, Kanagawa, Japan",Bell Laboratories
3,8206,0.13949894168370647,Bell Laboratories,"Bell Labs, Lucent Technologies, Murray Hill, NJ"
9057,3,0.16787629429957596,"HP Laboratories, Palo Alto, CA",Bell Laboratories
4,12,0.034334776519420296,Rutgers University,Columbia University
4,31,0.03753997956565536,Rutgers University,University of Toronto
4,107,0.03300071312229225,Rutgers University,University of Waterloo
4,113,0.037162389875126656,Rutgers University,Stanford University
4,127,0.036327649218289015,Rutgers University,University of Wisconsin
4,257,0.03304545288236915,Rutgers University,Boston University
4,296,0.037498603135109,Rutgers University,University of Illinois
4,393,0.03307935531819295,Rutgers University,Hebrew University
4,438,0.03363536704431713,Rutgers University,University of Florida
4,491,0.05404068057352873,Rutgers University,"University of Genoa, Genoa, Italy"
4,536,0.03947375299195599,Rutgers University,Dortmund University
4,632,0.03505862540088378,Rutgers University,University of Texas
4,933,0.03342339046302101,Rutgers University,University of Pennsylvania
4,1105,0.03305867068392676,Rutgers University,Cornell University
4,1394,0.03730711165122502,Rutgers University,Purdue University
4,1465,0.03455601853306556,Rutgers University,University of Washington
4,1518,0.04667796687839598,Rutgers University,University of California
4,2418,0.039222126349502395,Rutgers University,National University of Singapor
4,2501,0.03572646741171859,Rutgers University,University of Michigan
4,3452,0.03774755316441625,Rutgers University,University of Maryland
4,3923,0.043987050933542604,Rutgers University,University of Munchen
4,3926,0.03964945828308086,Rutgers University,University of Basilicata
4,3935,0.0406482305510002,Rutgers University,University Freiburg
4,4201,0.037109155360213975,Rutgers University,York University
4476,4,0.556428128437887,"Rutgers University, Piscataway, NJ",Rutgers University
4,4513,0.05404068057352873,Rutgers University,"University of Genova, Italy"
4,4829,0.033140870906028685,Rutgers University,Polytechnic University
4,5866,0.5149051957388466,Rutgers University,"Rutgers University, Piscataway, NJ, USA"
4,7038,0.0327117899770869,Rutgers University,University of Arizona
4,7795,0.5072377617894004,Rutgers University,"CIMIC and MSIS Department, Rutgers University, 180 University Avenue, Newark NJ 07102, USA e-mail: adam@adam.rutgers.edu; atluri@andromeda.rutgers.edu"
4,8133,0.05404068057352873,Rutgers University,"University of Insubria, Italy"
4,8134,0.05404068057352873,Rutgers University,"University of Camerino, Italy"
8204,4,0.6023846621394543,"Rutgers University, Murray Hill, NJ",Rutgers University
4,8238,0.033897504260347544,Rutgers University,"University of Michigan, USA"
8376,4,0.5335153848615012,"MSIS Department, Rutgers University, USA",Rutgers University
4,8418,0.03539984333597568,Rutgers University,"University of Illinois, USA"
8759,4,0.583685341036255,"Rutgers University, Newark, USA",Rutgers University
4,8997,0.03738158675721803,Rutgers University,Nat'l University of Singapore
9180,4,0.015840136702957253,Sun Yat-Sen University,Rutgers University
4,9284,0.03946203981754959,Rutgers University,"Clausthal University of Technology, Clausthal-Zellerfeld, Germany"
9434,4,0.5273304011481386,"Rutgers University, Newark, USA 07102",Rutgers University
6,7,0.42317226095466254,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","The University of Hong Kong, Hong Kong"
6,48,0.34825110308113605,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","The Chinese University of Hong Kong, Hong Kong, China"
6,51,0.4039721047865651,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","The Hong Kong University of Science and Technology, Hong Kong, China"
6,75,0.3662735076125363,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","City University of Hong Kong, Hong Kong"
6,120,0.42145057749335724,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","University of Hong Kong, Hong Kong"
268,6,0.8971514486616146,"Hong Kong Polytechnic University, Hung Hom, Hong Kong","The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"
6,515,0.3652112575487637,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Department of Computer Science, University of Hong Kong, Hong Kong"
6,1274,0.4113987149427666,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Department of Computer Science, City University of Hong Kong, Kowloon, Hong Kong"
1348,6,0.18785498617575347,"CIS Department, Polytechnic University, Brooklyn, NY","The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"
6,1387,0.33168851693703616,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Dept. of Computer Science, The Hong Kong Univ. of Science and Technology, Hong Kong, China"
6,2226,0.3795485082644887,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong",The University of Hong Kong
2228,6,0.7016786979213742,The Hong Kong Polytechnic University,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"
6,2363,0.37507331451218373,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","The Chinese University of Hong Kong, Hong Kong"
6,2419,0.3969004796206166,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong",University of Hong Kong
3238,6,0.10062577908966552,Worcester Polytechnic Institute,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"
6,3260,0.3511342022642834,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Hong Kong University of Science and Technology, Hong Kong"
6,4795,0.35210549690483317,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong"
4829,6,0.35368996362386584,Polytechnic University,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"
4850,6,0.10690909035364338,Worcester Polytechnic Institut,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"
6,5280,0.376606681290095,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Chinese University of Hong Kong, Hong Kong, Hong Kong"
6,5325,0.37218868158190244,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Hong Kong University of Science and Technology, Hong Kong, Hong Kong"
6,5554,0.4071587736712453,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","University of Hong Kong, Hong Kong, Hong Kong"
6,5566,0.44483699421447964,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","The Hong Kong University of Science and Technology, Hong Kong, Hong Kong"
6,5604,0.45644020647978123,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Hong Kong University of Science and Technology, Kowloon, Hong Kong"
5709,6,0.6566715936140964,"The Hong Kong Polytechnic University, Hong Kong, Hong Kong","The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"
6,5710,0.4150395625836997,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","The University of Hong Kong, Hong Kong, Hong Kong"
6,6166,0.4100459923557709,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Hong Kong University, Hong Kong, Hong Kong"
6967,6,0.3303164270577197,"Department of Computer Science, City University of Hong Kong, 83 Tat Chee Avenue, Kowloon, Hong Kong","The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"
6,7083,0.41435447697561645,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","University of Hong Kong, Pokfulam Road, Hong Kong"
6,7623,0.3414085396736306,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","The Hong Kong University of Science and Technology, Clearwater Bay, Hong Kong"
6,7890,0.3368103477475515,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","City University of Hong Kong, Hong Kong, China"
6,8558,0.6921342646796504,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Hong Kong Polytechnic University, Kowloon, Hong Kong"
6,8612,0.4450782261863059,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Kowloon, Hong Kong"
6,8683,0.38637461831049236,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Department of Computer Science, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China"
6,8686,0.33598381877380823,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Department of Computer Science, University of Hong Kong, Hong Kong, China"
6,8774,0.5257304111166989,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","The Hong Kong University of Science and Technology, Kowloon, Hong Kong"
6,8992,0.3420906244091444,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Chinese university of Hong Kong, Hong Kong, China"
6,9175,0.38080512659784416,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong",The Hong Kong University of Science and Technology
6,9232,0.32834839771888436,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","The Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong"
6,9276,0.4321294379601145,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","The Hong Kong University of Science and Technology, Hong Kong"
9292,6,0.4641419003983077,"City University of Hong Kong, Kowloon, Hong Kong","The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"
6,9385,0.4274472860659366,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Kowloon, Hong Kong, China"
6,9486,0.3712373892342695,"The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Department of Computer Science, University of Hong Kong, Hong Kong, Hong Kong"
48,7,0.7400093084129342,"The Chinese University of Hong Kong, Hong Kong, China","The University of Hong Kong, Hong Kong"
51,7,0.5433503358305476,"The Hong Kong University of Science and Technology, Hong Kong, China","The University of Hong Kong, Hong Kong"
66,7,0.20718522926124783,The University of New South Wales,"The University of Hong Kong, Hong Kong"
70,7,0.6155253463940735,The Chinese University of Hong Kong,"The University of Hong Kong, Hong Kong"
75,7,0.7975947542027089,"City University of Hong Kong, Hong Kong","The University of Hong Kong, Hong Kong"
120,7,0.9177479746091765,"University of Hong Kong, Hong Kong","The University of Hong Kong, Hong Kong"
7,195,0.5980221738815368,"The University of Hong Kong, Hong Kong","The Chinese University of Hong Kong, Shatin, Hong Kong"
268,7,0.43112610972139587,"Hong Kong Polytechnic University, Hung Hom, Hong Kong","The University of Hong Kong, Hong Kong"
7,515,0.8028307727099822,"The University of Hong Kong, Hong Kong","Department of Computer Science, University of Hong Kong, Hong Kong"
540,7,0.40380369455980747,"Department of Computer Science and Engineering, Chinese University of Hong Kong, Sha Tin, New Territories, Hong Kong","The University of Hong Kong, Hong Kong"
599,7,0.0930879139424623,The Hebrew University,"The University of Hong Kong, Hong Kong"
694,7,0.46372803442543165,"Dept. of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong","The University of Hong Kong, Hong Kong"
762,7,0.4154036399973309,"Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong SAR, China","The University of Hong Kong, Hong Kong"
840,7,0.4917494549627741,"Department of Systems Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China","The University of Hong Kong, Hong Kong"
7,1274,0.5344145502515195,"The University of Hong Kong, Hong Kong","Department of Computer Science, City University of Hong Kong, Kowloon, Hong Kong"
1387,7,0.4394572504630735,"Dept. of Computer Science, The Hong Kong Univ. of Science and Technology, Hong Kong, China","The University of Hong Kong, Hong Kong"
1390,7,0.483097235231318,"Dept. of Systems Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China","The University of Hong Kong, Hong Kong"
1522,7,0.6895956500919076,"Department of Computer Science, City University of Hong Kong, Hong Kong","The University of Hong Kong, Hong Kong"
7,1527,0.6361126296095536,"The University of Hong Kong, Hong Kong","Department of Computer Science and Information Systems, University of Hong Kong, Hong Kong"
1767,7,0.43362243678799783,"Dept. of Computer Science, Hong Kong Univ. of Sci. & Tech., Hong Kong, China","The University of Hong Kong, Hong Kong"
7,1769,0.5174734830682279,"The University of Hong Kong, Hong Kong","Department of System Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China"
7,2226,0.9090244409869778,"The University of Hong Kong, Hong Kong",The University of Hong Kong
2228,7,0.4426344804094444,The Hong Kong Polytechnic University,"The University of Hong Kong, Hong Kong"
2236,7,0.42270694066168724,"Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong","The University of Hong Kong, Hong Kong"
2323,7,0.5322614347231865,"Hong Kong University of Science and Technology, Hong Kong, China","The University of Hong Kong, Hong Kong"
7,2363,0.7970046372305164,"The University of Hong Kong, Hong Kong","The Chinese University of Hong Kong, Hong Kong"
2419,7,0.8294095571485466,University of Hong Kong,"The University of Hong Kong, Hong Kong"
2461,7,0.5473899190037562,"The Chinese University of Hong Kong, China","The University of Hong Kong, Hong Kong"
2676,7,0.27749720326950644,The University of Queensland,"The University of Hong Kong, Hong Kong"
2840,7,0.16241159561927543,"The University of New South Wales, Sydney, Australia","The University of Hong Kong, Hong Kong"
7,3223,0.5484725598098765,"The University of Hong Kong, Hong Kong","Chinese University of Hong Kong, New Territories, Hong Kong"
3242,7,0.36263591833867814,"Huazhong University of Science and Technology, Hong Kong","The University of Hong Kong, Hong Kong"
3244,7,0.4714020212193236,Hong Kong University of Science and Technology,"The University of Hong Kong, Hong Kong"
7,3260,0.5751928344332758,"The University of Hong Kong, Hong Kong","Hong Kong University of Science and Technology, Hong Kong"
3291,7,0.26939182300031894,The University of Tokyo,"The University of Hong Kong, Hong Kong"
3308,7,0.63895226121868,Chinese University of Hong Kong,"The University of Hong Kong, Hong Kong"
3310,7,0.18078655995044768,"The University of New South Wales, Australia","The University of Hong Kong, Hong Kong"
3429,7,0.12119031077651632,University of the Saarland,"The University of Hong Kong, Hong Kong"
7,3826,0.5266695524124864,"The University of Hong Kong, Hong Kong","Hong Kong University of Science & Technology, Hong Kong, China"
4041,7,0.1488444523122079,"The University of Texas at Arlington, Arlington, TX","The University of Hong Kong, Hong Kong"
